BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER
4.162129,3.09222,10,5,13,2,3,238
8.078746,3.103986,10,5,13,3,4,240
5.251414,-0.028063,10,5,13,6,7,244
1.746017,-0.099404,10,5,13,7,8,247
2.248341,-0.043905,10,5,13,8,9,250
2.751239,-0.023778,10,5,13,9,10,252
2.457138,-0.040156,10,5,13,10,11,0
4.120585,-0.048935,10,5,13,11,12,3
3.246456,3.093505,10,5,13,14,15,6
3.628198,3.122482,10,5,13,15,16,8
1.874712,3.108833,10,5,13,16,1,12
0.997658,3.042195,10,6,14,1,2,15
3.038693,3.096948,10,6,14,2,3,18
5.372323,3.104072,10,6,14,3,4,20
3.290289,3.105343,10,6,14,4,5,24
3.118356,-0.07279,10,6,14,7,8,27
2.582283,-0.035023,10,6,14,8,9,30
2.667981,-0.021477,10,6,14,9,10,32
2.040483,-0.038305,10,6,14,10,11,36
2.538426,-0.05031,10,6,14,11,12,39
3.997863,-0.037031,10,6,14,12,13,42
5.129189,3.123331,10,6,14,15,16,44
2.209486,3.117455,10,6,14,16,1,48
1.246974,3.04207,10,7,15,1,2,51
2.787716,3.086882,10,7,15,2,3,54
4.622998,3.105115,10,7,15,3,4,56
2.123541,3.100925,10,7,15,4,5,60
3.414747,3.103036,10,7,15,5,6,63
3.99789,-0.036965,10,7,15,8,9,66
3.044393,-0.01731,10,7,15,9,10,69
2.040578,-0.038176,10,7,15,10,11,72
2.164771,-0.041683,10,7,15,11,12,75
2.582659,-0.034904,10,7,15,12,13,78
4.374443,-0.032829,10,7,15,13,14,81
3.66398,3.098952,10,7,15,16,1,84
2.661703,3.073369,10,8,16,1,2,86
2.955948,3.098345,10,8,16,2,3,90
4.705657,3.10401,10,8,16,3,4,93
1.916113,3.107327,10,8,16,4,5,96
2.165044,3.09983,10,8,16,5,6,99
2.912334,3.085099,10,8,16,6,7,102
4.666982,-0.028077,10,8,16,9,10,105
2.455257,-0.048574,10,8,16,10,11,108
2.165044,-0.041762,10,8,16,11,12,111
2.248043,-0.043892,10,8,16,12,13,114
2.914371,-0.042376,10,8,16,13,14,116
4.416038,-0.033525,10,8,16,14,15,120
4.162047,3.092021,10,9,1,2,3,123
5.70641,3.107675,10,9,1,3,4,126
2.164599,3.099784,10,9,1,4,5,129
1.872071,3.086564,10,9,1,5,6,132
1.537751,3.042215,10,9,1,6,7,135
4.673609,3.131192,10,9,1,7,8,138
3.870714,-0.045732,10,9,1,10,11,141
2.540656,-0.033897,10,9,1,11,12,144
2.250568,-0.025511,10,9,1,12,13,146
2.58212,-0.034984,10,9,1,13,14,150
2.957716,-0.029124,10,9,1,14,15,153
3.324686,-0.086865,10,9,1,15,16,156
9.078219,3.101824,10,10,2,3,4,159
3.080807,3.09619,10,10,2,4,5,162
2.082468,3.10211,10,10,2,5,6,165
1.164088,3.042182,10,10,2,6,7,168
3.048664,3.137787,10,10,2,7,8,171
3.622694,3.099531,10,10,2,8,9,174
4.248192,-0.040727,10,10,2,11,12,176
2.665595,-0.037045,10,10,2,12,13,180
2.624282,-0.036063,10,10,2,13,14,183
2.627087,-0.020198,10,10,2,14,15,186
1.995881,-0.120234,10,10,2,15,16,189
4.496354,-0.043965,10,10,2,16,1,192
7.212753,-0.035859,10,11,3,1,2,195
6.79242,3.097328,10,11,3,4,5,198
3.208342,3.094064,10,11,3,5,6,201
1.539605,3.042229,10,11,3,6,7,204
2.927662,-3.141367,10,11,3,7,8,206
2.356966,3.112843,10,11,3,8,9,210
3.499257,3.089746,10,11,3,9,10,213
3.961152,-0.036363,10,11,3,12,13,216
2.878855,-0.027099,10,11,3,13,14,218
2.502431,-0.032872,10,11,3,14,15,222
1.542047,-0.153445,10,11,3,15,16,225
3.042518,-0.04477,10,11,3,16,1,228
3.58458,-0.029769,10,12,4,1,2,231
7.996946,-0.042267,10,12,4,2,3,233
6.163805,3.099508,10,12,4,5,6,237
2.74571,3.07239,10,12,4,6,7,240
3.380742,3.128302,10,12,4,7,8,243
2.334727,3.113463,10,12,4,8,9,246
2.163907,3.080605,10,12,4,9,10,248
3.999716,3.104515,10,12,4,10,11,252
4.041245,-0.037653,10,12,4,13,14,255
2.417678,-0.030647,10,12,4,14,15,2
0.91865,-0.190163,10,12,4,15,16,5
1.706698,-0.050675,10,12,4,16,1,7
2.605515,-0.019496,10,13,5,1,2,11
4.329485,-0.041815,10,13,5,2,3,14
8.074684,-0.042724,10,13,5,3,4,17
3.868219,3.085213,10,13,5,6,7,20
3.630567,3.133924,10,13,5,7,8,22
2.250359,3.116157,10,13,5,8,9,26
1.704501,3.066601,10,13,5,9,10,29
2.540319,3.107708,10,13,5,10,11,32
4.080021,3.10331,10,13,5,11,12,35
3.959219,-0.025899,10,13,5,14,15,37
1.248506,-0.149385,10,13,5,15,16,41
1.539792,-0.045363,10,13,5,16,1,44
2.419421,-0.013582,10,14,6,1,2,47
3.206245,-0.034646,10,14,6,2,3,50
5.327278,-0.044936,10,14,6,3,4,52
3.411759,-0.050794,10,14,6,4,5,56
4.962482,3.125999,10,14,6,7,8,59
2.581582,3.106529,10,14,6,8,9,62
1.662722,3.067157,10,14,6,9,10,65
2.123112,3.100911,10,14,6,10,11,67
2.540286,3.107576,10,14,6,11,12,71
3.790198,3.107922,10,14,6,12,13,74
2.784665,-0.084579,10,14,6,15,16,77
1.874116,-0.032928,10,14,6,16,1,79
2.733362,-0.008014,10,15,7,1,2,83
2.958147,-0.029005,10,15,7,2,3,86
4.578215,-0.044813,10,15,7,3,4,89
2.204438,-0.061666,10,15,7,4,5,91
3.372813,-0.037794,10,15,7,5,6,95
3.997361,3.104641,10,15,7,8,9,98
2.07969,3.082128,10,15,7,9,10,101
2.123379,3.100832,10,15,7,10,11,103
2.143998,3.100341,10,15,7,11,12,107
2.330867,3.095596,10,15,7,12,13,110
3.912215,3.09529,10,15,7,13,14,113
3.37259,-0.037787,10,15,7,16,1,115
4.168534,-0.019528,10,16,8,1,2,119
3.123548,-0.032862,10,16,8,2,3,122
4.660532,-0.045904,10,16,8,3,4,125
2.03788,-0.058703,10,16,8,4,5,128
2.037772,-0.058564,10,16,8,5,6,131
4.206851,-0.030228,10,16,8,6,7,134
3.660621,3.087585,10,16,8,9,10,137
2.498838,3.10873,10,16,8,10,11,140
2.164599,3.099784,10,16,8,11,12,143
1.998667,3.104574,10,16,8,12,13,145
2.330636,3.095606,10,16,8,13,14,149
3.829189,3.096377,10,16,8,14,15,152
4.375891,-0.032862,10,1,9,2,3,155
5.623495,-0.040306,10,1,9,3,4,158
2.24907,-0.044005,10,1,9,4,5,161
1.748574,-0.051854,10,1,9,5,6,164
2.838601,-0.011489,10,1,9,6,7,167
2.661786,-0.083879,10,1,9,7,8,170
3.914313,3.095304,10,1,9,10,11,173
2.541816,3.107583,10,1,9,11,12,175
1.99999,3.104508,10,1,9,12,13,179
1.956007,3.084564,10,1,9,13,14,182
2.331654,3.09563,10,1,9,14,15,185
5.715146,3.122216,10,1,9,15,16,188
9.041392,-0.03968,10,2,10,3,4,191
3.207003,-0.047688,10,2,10,4,5,194
1.917243,-0.034391,10,2,10,5,6,197
2.503934,-0.016369,10,2,10,6,7,200
1.165293,-0.135149,10,2,10,7,8,203
3.583563,-0.041462,10,2,10,8,9,205
4.16659,3.102071,10,2,10,11,12,209
2.373959,3.094659,10,2,10,12,13,212
2.000268,3.104561,10,2,10,13,14,215
1.998224,3.083712,10,2,10,14,15,218
4.383369,3.127641,10,2,10,15,16,221
