BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER
2.64401,-0.419782,100,10,2,15,16,104
4.308628,-0.46158,100,11,3,1,2,108
3.70766,2.694287,100,11,3,4,5,112
2.501969,2.669193,100,11,3,5,6,116
2.178133,2.690466,100,11,3,6,7,120
2.133321,2.712643,100,11,3,7,8,124
2.345794,2.827915,100,11,3,8,9,128
4.08621,2.737336,100,11,3,9,10,132
3.959905,-0.366943,100,11,3,12,13,136
2.609225,-0.579168,100,11,3,13,14,140
2.181784,-0.408589,100,11,3,14,15,144
2.270479,-0.451927,100,11,3,15,16,148
2.60004,-0.401022,100,12,4,1,2,152
4.128205,-0.416209,100,12,4,2,3,156
4.26064,2.669263,100,12,4,5,6,160
2.595086,2.704962,100,12,4,6,7,164
2.132332,2.712714,100,12,4,7,8,168
1.980109,2.857385,100,12,4,8,9,172
2.458752,2.725739,100,12,4,9,10,176
3.802165,2.717905,100,12,4,10,11,180
4.079734,-0.517853,100,12,4,13,14,184
2.557708,-0.38177,100,12,4,14,15,188
2.269799,-0.452024,100,12,4,15,16,192
2.189061,-0.366213,100,13,5,1,2,196
2.643576,-0.419615,100,13,5,2,3,200
4.498609,-0.420797,100,13,5,3,4,204
4.080009,2.714718,100,13,5,6,7,208
2.502774,2.706315,100,13,5,7,8,212
1.92643,2.838396,100,13,5,8,9,216
2.130532,2.669295,100,13,5,9,10,220
2.315796,2.669295,100,13,5,10,11,224
3.943658,2.728051,100,13,5,11,12,228
4.09274,-0.381737,100,13,5,14,15,232
2.600383,-0.40109,100,13,5,15,16,236
2.18441,-0.367121,100,14,6,1,2,240
2.189639,-0.366348,100,14,6,2,3,244
2.693597,-0.403444,100,14,6,3,4,248
3.759601,-0.410682,100,14,6,4,5,252
3.985298,2.692412,100,14,6,7,8,0
2.293052,2.811157,100,14,6,8,9,4
2.085214,2.647041,100,14,6,9,10,8
1.899958,2.693645,100,14,6,10,11,12
2.323501,2.749058,100,14,6,11,12,16
3.851699,2.729396,100,14,6,12,13,20
4.04304,-0.392078,100,14,6,15,16,24
2.558901,-0.381508,100,15,7,1,2,28
2.097738,-0.361643,100,15,7,2,3,32
2.189999,-0.366516,100,15,7,3,4,36
2.323965,-0.39247,100,15,7,4,5,40
4.038005,-0.41496,100,15,7,5,6,44
3.848007,2.705421,100,15,7,8,9,48
2.455994,2.688158,100,15,7,9,10,52
1.900147,2.693678,100,15,7,10,11,56
1.997287,2.738979,100,15,7,11,12,60
2.318416,2.709271,100,15,7,12,13,64
4.093965,2.578632,100,15,7,13,14,68
4.218016,-0.439378,100,16,8,1,2,72
2.558383,-0.381905,100,16,8,2,3,76
2.189421,-0.366381,100,16,8,3,4,80
1.926939,-0.303331,100,16,8,4,5,84
2.55839,-0.381573,100,16,8,5,6,88
3.950968,-0.390065,100,16,8,6,7,92
4.077666,2.692083,100,16,8,9,10,96
2.316258,2.66936,100,16,8,10,11,100
1.947861,2.716943,100,16,8,11,12,104
1.947861,2.716943,100,16,8,12,13,108
2.635068,2.492519,100,16,8,13,14,112
3.944572,2.728016,100,16,8,14,15,116
4.044784,-0.392049,100,1,9,2,3,120
2.601765,-0.401028,100,1,9,3,4,124
1.966321,-0.330406,100,1,9,4,5,128
2.182725,-0.40856,100,1,9,5,6,132
2.559577,-0.381643,100,1,9,6,7,136
4.223905,-0.417413,100,1,9,7,8,140
3.800424,2.669289,100,1,9,10,11,144
2.31911,2.709368,100,1,9,11,12,148
1.948764,2.716873,100,1,9,12,13,152
2.16373,2.497066,100,1,9,13,14,156
2.409785,2.669257,100,1,9,14,15,160
4.038408,2.726665,100,1,9,15,16,164
4.27266,-0.40731,100,2,10,3,4,168
2.425773,-0.357459,100,2,10,4,5,172
2.232127,-0.389194,100,2,10,5,6,176
2.190294,-0.366251,100,2,10,6,7,180
2.596464,-0.436569,100,2,10,7,8,184
3.902521,-0.400928,100,2,10,8,9,188
4.031489,2.680818,100,2,10,11,12,192
2.363821,2.688962,100,2,10,12,13,196
2.181523,2.455196,100,2,10,13,14,200
2.038779,2.669325,100,2,10,14,15,204
2.456319,2.688091,100,2,10,15,16,208
4.26461,2.690893,100,3,11,1,2,212
3.859657,-0.38823,100,3,11,4,5,216
